"plugin","extension point","is aggregated contract","partNo","verification result ","must exist: ?@style ","?@style.null net.java.treaty.Operator$IN@1be72eepush","radio","toggle","pulldown ","?@retarget.null net.java.treaty.Operator$EQ@6b736ftrue ","must exist: org.eclipse.ui.IWorkbenchWindowActionDelegate ","must exist: ?@class ","?@class java#implements org.eclipse.ui.IWorkbenchWindowActionDelegate ","?@style.null net.java.treaty.Operator$EQ@6b736fpulldown ","?@class java#implements org.eclipse.ui.IWorkbenchWindowPulldownDelegate  ","variable ?@style ","variable ?@retarget ","variable ?@class "
"    org.eclipse.wst.server.ui","anonymous",TRUE,2,"SUCCESS ","SUCCESS ","SUCCESS ","FAILURE ","SUCCESS ","SUCCESS ","SUCCESS ","SUCCESS ","SUCCESS  ","pulldown ","? ","org.eclipse.wst.server.ui.internal.webbrowser.SwitchBrowserWorkbenchAction            ",,,
"    org.eclipse.jem.ui","anonymous",TRUE,1,"SUCCESS ","SUCCESS ","SUCCESS ","FAILURE ","SUCCESS ","SUCCESS ","SUCCESS ","SUCCESS ","SUCCESS  ","pulldown ","? ","org.eclipse.jem.internal.ui.proxy.ProxyLaunchToolbarDelegate            ",,,
"    org.eclipse.jem.ui","anonymous",TRUE,2,"SUCCESS ","FAILURE ","FAILURE ","FAILURE ","SUCCESS ","SUCCESS ","SUCCESS ","FAILURE ","class does not implement the required interface","? ","? ","org.eclipse.jem.internal.ui.proxy.SelectDefaultConfigurationActionDelegate            ",,,
"    org.eclipse.jem.ui","anonymous",TRUE,3,"SUCCESS ","FAILURE ","FAILURE ","FAILURE ","SUCCESS ","SUCCESS ","SUCCESS ","FAILURE ","class does not implement the required interface","? ","? ","org.eclipse.jem.internal.ui.proxy.ProxyLaunchMenuDelegate            ",,,
"    org.eclipse.ui.editors","anonymous",TRUE,1,"SUCCESS ","SUCCESS ","SUCCESS ","SUCCESS ","SUCCESS ","SUCCESS ","SUCCESS ","SUCCESS ","SUCCESS  ","pulldown ",TRUE,"org.eclipse.ui.internal.editors.text.PreviousPulldownActionDelegate            ",,,
"    org.eclipse.ui.editors","anonymous",TRUE,2,"SUCCESS ","SUCCESS ","SUCCESS ","SUCCESS ","SUCCESS ","SUCCESS ","SUCCESS ","SUCCESS ","SUCCESS  ","pulldown ",TRUE,"org.eclipse.ui.internal.editors.text.NextPulldownActionDelegate            ",,,
"    org.eclipse.ui.editors","anonymous",TRUE,3,"SUCCESS ","FAILURE ","FAILURE ","FAILURE ","SUCCESS ","SUCCESS ","SUCCESS ","FAILURE ","class does not implement the required interface","? ","? ","org.eclipse.ui.internal.texteditor.GotoLastEditPositionAction            ",,,
"    org.eclipse.ui.editors","anonymous",TRUE,4,"SUCCESS ","FAILURE ","FAILURE ","FAILURE ","SUCCESS ","SUCCESS ","SUCCESS ","FAILURE ","class does not implement the required interface","? ","? ","org.eclipse.ui.internal.editors.text.ConvertLineDelimitersToMacOS9            ",,,
"    org.eclipse.ui.editors","anonymous",TRUE,5,"SUCCESS ","FAILURE ","FAILURE ","FAILURE ","SUCCESS ","SUCCESS ","SUCCESS ","FAILURE ","class does not implement the required interface","? ","? ","org.eclipse.ui.internal.editors.text.ConvertLineDelimitersToUnix            ",,,
"    org.eclipse.ui.editors","anonymous",TRUE,6,"SUCCESS ","FAILURE ","FAILURE ","FAILURE ","SUCCESS ","SUCCESS ","SUCCESS ","FAILURE ","class does not implement the required interface","? ","? ","org.eclipse.ui.internal.editors.text.ConvertLineDelimitersToWindows            ",,,
"    org.eclipse.dltk.ui","anonymous",TRUE,1,"SUCCESS ","FAILURE ","FAILURE ","SUCCESS ","SUCCESS ","FAILURE ","FAILURE ","FAILURE ","FAILURE  ","? ",TRUE,"?            ",,,
"    org.eclipse.dltk.ui","anonymous",TRUE,2,"SUCCESS ","FAILURE ","FAILURE ","SUCCESS ","SUCCESS ","FAILURE ","FAILURE ","FAILURE ","FAILURE  ","? ",TRUE,"?            ",,,
"    org.eclipse.dltk.ui","anonymous",TRUE,3,"SUCCESS ","FAILURE ","FAILURE ","SUCCESS ","SUCCESS ","FAILURE ","FAILURE ","FAILURE ","FAILURE  ","? ",TRUE,"?            ",,,
"    org.eclipse.dltk.ui","anonymous",TRUE,4,"SUCCESS ","FAILURE ","FAILURE ","SUCCESS ","SUCCESS ","FAILURE ","FAILURE ","FAILURE ","FAILURE  ","? ",TRUE,"?            ",,,
"    org.eclipse.dltk.ui","anonymous",TRUE,5,"SUCCESS ","FAILURE ","FAILURE ","SUCCESS ","SUCCESS ","FAILURE ","FAILURE ","FAILURE ","FAILURE  ","? ",TRUE,"?            ",,,
"    org.eclipse.dltk.ui","anonymous",TRUE,1,"SUCCESS ","FAILURE ","FAILURE ","SUCCESS ","SUCCESS ","FAILURE ","FAILURE ","FAILURE ","FAILURE  ","? ",TRUE,"?            ",,,
"    org.eclipse.dltk.ui","anonymous",TRUE,2,"SUCCESS ","FAILURE ","FAILURE ","SUCCESS ","SUCCESS ","FAILURE ","FAILURE ","FAILURE ","FAILURE  ","? ",TRUE,"?            ",,,
"    org.eclipse.dltk.ui","anonymous",TRUE,3,"SUCCESS ","FAILURE ","FAILURE ","SUCCESS ","SUCCESS ","FAILURE ","FAILURE ","FAILURE ","FAILURE  ","? ",TRUE,"?            ",,,
"    org.eclipse.dltk.ui","anonymous",TRUE,1,"SUCCESS ","FAILURE ","FAILURE ","SUCCESS ","SUCCESS ","FAILURE ","FAILURE ","FAILURE ","FAILURE  ","? ",TRUE,"?            ",,,
"    org.eclipse.dltk.ui","anonymous",TRUE,2,"SUCCESS ","FAILURE ","FAILURE ","SUCCESS ","SUCCESS ","FAILURE ","FAILURE ","FAILURE ","FAILURE  ","? ",TRUE,"?            ",,,
"    org.eclipse.dltk.ui","anonymous",TRUE,3,"SUCCESS ","FAILURE ","FAILURE ","SUCCESS ","SUCCESS ","FAILURE ","FAILURE ","FAILURE ","FAILURE  ","? ",TRUE,"?            ",,,
"    org.eclipse.dltk.ui","anonymous",TRUE,4,"SUCCESS ","FAILURE ","FAILURE ","SUCCESS ","SUCCESS ","FAILURE ","FAILURE ","FAILURE ","FAILURE  ","? ",TRUE,"?            ",,,
"    org.eclipse.dltk.ui","anonymous",TRUE,5,"SUCCESS ","FAILURE ","FAILURE ","SUCCESS ","SUCCESS ","FAILURE ","FAILURE ","FAILURE ","FAILURE  ","? ",TRUE,"?            ",,,
"    org.eclipse.dltk.ui","anonymous",TRUE,6,"SUCCESS ","FAILURE ","FAILURE ","SUCCESS ","SUCCESS ","FAILURE ","FAILURE ","FAILURE ","FAILURE  ","? ",TRUE,"?            ",,,
"    org.eclipse.dltk.ui","anonymous",TRUE,7,"SUCCESS ","FAILURE ","FAILURE ","SUCCESS ","SUCCESS ","FAILURE ","FAILURE ","FAILURE ","FAILURE  ","? ",TRUE,"?            ",,,
"    org.eclipse.dltk.ui","anonymous",TRUE,8,"SUCCESS ","FAILURE ","FAILURE ","SUCCESS ","SUCCESS ","FAILURE ","FAILURE ","FAILURE ","FAILURE  ","? ",TRUE,"?            ",,,
"    org.eclipse.dltk.ui","anonymous",TRUE,9,"SUCCESS ","FAILURE ","FAILURE ","SUCCESS ","SUCCESS ","FAILURE ","FAILURE ","FAILURE ","FAILURE  ","? ",TRUE,"?            ",,,
"    org.eclipse.dltk.ui","anonymous",TRUE,10,"SUCCESS ","FAILURE ","FAILURE ","SUCCESS ","SUCCESS ","FAILURE ","FAILURE ","FAILURE ","FAILURE  ","? ",TRUE,"?            ",,,
"    org.eclipse.dltk.ui","anonymous",TRUE,11,"SUCCESS ","FAILURE ","FAILURE ","SUCCESS ","SUCCESS ","FAILURE ","FAILURE ","FAILURE ","FAILURE  ","? ",TRUE,"?            ",,,
"    org.eclipse.dltk.ui","anonymous",TRUE,12,"SUCCESS ","FAILURE ","FAILURE ","SUCCESS ","SUCCESS ","FAILURE ","FAILURE ","FAILURE ","FAILURE  ","? ",TRUE,"?            ",,,
"    org.eclipse.dltk.ui","anonymous",TRUE,13,"SUCCESS ","FAILURE ","FAILURE ","SUCCESS ","SUCCESS ","FAILURE ","FAILURE ","FAILURE ","FAILURE  ","? ",TRUE,"?            ",,,
"    org.eclipse.dltk.ui","anonymous",TRUE,14,"SUCCESS ","FAILURE ","FAILURE ","SUCCESS ","SUCCESS ","FAILURE ","FAILURE ","FAILURE ","FAILURE  ","? ",TRUE,"?            ",,,
"    org.eclipse.dltk.ui","anonymous",TRUE,15,"SUCCESS ","FAILURE ","FAILURE ","SUCCESS ","SUCCESS ","FAILURE ","FAILURE ","FAILURE ","FAILURE  ","? ",TRUE,"?            ",,,
"    org.eclipse.dltk.ui","anonymous",TRUE,16,"SUCCESS ","FAILURE ","FAILURE ","SUCCESS ","SUCCESS ","FAILURE ","FAILURE ","FAILURE ","FAILURE  ","? ",TRUE,"?            ",,,
"    org.eclipse.dltk.ui","anonymous",TRUE,17,"SUCCESS ","FAILURE ","FAILURE ","SUCCESS ","SUCCESS ","FAILURE ","FAILURE ","FAILURE ","FAILURE  ","? ",TRUE,"?            ",,,
"    org.eclipse.dltk.ui","anonymous",TRUE,18,"SUCCESS ","FAILURE ","FAILURE ","SUCCESS ","SUCCESS ","FAILURE ","FAILURE ","FAILURE ","FAILURE  ","? ",TRUE,"?            ",,,
"    org.eclipse.dltk.ui","anonymous",TRUE,19,"SUCCESS ","FAILURE ","FAILURE ","SUCCESS ","SUCCESS ","FAILURE ","FAILURE ","FAILURE ","FAILURE  ","? ",TRUE,"?            ",,,
"    org.eclipse.team.svn.ui","anonymous",TRUE,1,"SUCCESS ","FAILURE ","FAILURE ","FAILURE ","SUCCESS ","SUCCESS ","SUCCESS ","FAILURE ","class does not implement the required interface","? ","? ","org.eclipse.team.svn.ui.debugmail.SendBugReportAction            ",,,
"    org.eclipse.team.svn.ui","anonymous",TRUE,2,"SUCCESS ","FAILURE ","FAILURE ","FAILURE ","SUCCESS ","SUCCESS ","SUCCESS ","FAILURE ","class does not implement the required interface","? ","? ","org.eclipse.team.svn.ui.debugmail.SendTipForImprovementAction            ",,,
"    org.eclipse.team.svn.ui","anonymous",TRUE,3,"SUCCESS ","FAILURE ","FAILURE ","FAILURE ","SUCCESS ","SUCCESS ","SUCCESS ","FAILURE ","class does not implement the required interface","? ","? ","org.eclipse.team.svn.ui.debugmail.MigrateToEclipse            ",,,
"    org.eclipse.team.svn.ui","anonymous",TRUE,4,"SUCCESS ","FAILURE ","FAILURE ","FAILURE ","SUCCESS ","SUCCESS ","SUCCESS ","FAILURE ","class does not implement the required interface","? ","? ","org.eclipse.team.svn.ui.action.remote.CopyUrlAction            ",,,
"    org.eclipse.team.svn.ui","anonymous",TRUE,5,"SUCCESS ","FAILURE ","FAILURE ","FAILURE ","SUCCESS ","SUCCESS ","SUCCESS ","FAILURE ","class does not implement the required interface","? ","? ","org.eclipse.team.svn.ui.action.remote.CompareAction            ",,,
"    org.eclipse.team.svn.ui","anonymous",TRUE,6,"SUCCESS ","FAILURE ","FAILURE ","FAILURE ","SUCCESS ","SUCCESS ","SUCCESS ","FAILURE ","class does not implement the required interface","? ","? ","org.eclipse.team.svn.ui.action.remote.CompareWithTagAction            ",,,
"    org.eclipse.team.svn.ui","anonymous",TRUE,7,"SUCCESS ","FAILURE ","FAILURE ","FAILURE ","SUCCESS ","SUCCESS ","SUCCESS ","FAILURE ","class does not implement the required interface","? ","? ","org.eclipse.team.svn.ui.action.remote.CompareWithBranchAction            ",,,
"    org.eclipse.team.svn.ui","anonymous",TRUE,8,"SUCCESS ","FAILURE ","FAILURE ","FAILURE ","SUCCESS ","SUCCESS ","SUCCESS ","FAILURE ","class does not implement the required interface","? ","? ","org.eclipse.team.svn.ui.action.remote.CompareSelectedAction            ",,,
"    org.eclipse.team.svn.ui","anonymous",TRUE,9,"SUCCESS ","FAILURE ","FAILURE ","FAILURE ","SUCCESS ","SUCCESS ","SUCCESS ","FAILURE ","class does not implement the required interface","? ","? ","org.eclipse.team.svn.ui.action.local.CompareWithLatestRevisionAction            ",,,
"    org.eclipse.team.svn.ui","anonymous",TRUE,10,"SUCCESS ","FAILURE ","FAILURE ","FAILURE ","SUCCESS ","SUCCESS ","SUCCESS ","FAILURE ","class does not implement the required interface","? ","? ","org.eclipse.team.svn.ui.action.local.CompareWithRevisionAction            ",,,
"    org.eclipse.team.svn.ui","anonymous",TRUE,11,"SUCCESS ","FAILURE ","FAILURE ","FAILURE ","SUCCESS ","SUCCESS ","SUCCESS ","FAILURE ","class does not implement the required interface","? ","? ","org.eclipse.team.svn.ui.action.local.CompareWithBranchAction            ",,,
"    org.eclipse.team.svn.ui","anonymous",TRUE,12,"SUCCESS ","FAILURE ","FAILURE ","FAILURE ","SUCCESS ","SUCCESS ","SUCCESS ","FAILURE ","class does not implement the required interface","? ","? ","org.eclipse.team.svn.ui.action.local.CompareWithTagAction            ",,,
"    org.eclipse.team.svn.ui","anonymous",TRUE,13,"SUCCESS ","FAILURE ","FAILURE ","FAILURE ","SUCCESS ","SUCCESS ","SUCCESS ","FAILURE ","class does not implement the required interface","? ","? ","org.eclipse.team.svn.ui.action.local.CompareWithWorkingCopyAction            ",,,
"    org.eclipse.team.svn.ui","anonymous",TRUE,14,"SUCCESS ","FAILURE ","FAILURE ","FAILURE ","SUCCESS ","SUCCESS ","SUCCESS ","FAILURE ","class does not implement the required interface","? ","? ","org.eclipse.team.svn.ui.action.local.management.DisconnectAction            ",,,
"    org.eclipse.team.svn.ui","anonymous",TRUE,15,"SUCCESS ","FAILURE ","FAILURE ","FAILURE ","SUCCESS ","SUCCESS ","SUCCESS ","FAILURE ","class does not implement the required interface","? ","? ","org.eclipse.team.svn.ui.action.local.ReplaceWithLatestRevisionAction            ",,,
"    org.eclipse.team.svn.ui","anonymous",TRUE,16,"SUCCESS ","FAILURE ","FAILURE ","FAILURE ","SUCCESS ","SUCCESS ","SUCCESS ","FAILURE ","class does not implement the required interface","? ","? ","org.eclipse.team.svn.ui.action.local.ReplaceWithRevisionAction            ",,,
"    org.eclipse.team.svn.ui","anonymous",TRUE,17,"SUCCESS ","FAILURE ","FAILURE ","FAILURE ","SUCCESS ","SUCCESS ","SUCCESS ","FAILURE ","class does not implement the required interface","? ","? ","org.eclipse.team.svn.ui.action.local.ReplaceWithBranchAction            ",,,
"    org.eclipse.team.svn.ui","anonymous",TRUE,18,"SUCCESS ","FAILURE ","FAILURE ","FAILURE ","SUCCESS ","SUCCESS ","SUCCESS ","FAILURE ","class does not implement the required interface","? ","? ","org.eclipse.team.svn.ui.action.local.ReplaceWithTagAction            ",,,
"    org.eclipse.team.svn.ui","anonymous",TRUE,19,"SUCCESS ","FAILURE ","FAILURE ","FAILURE ","SUCCESS ","SUCCESS ","SUCCESS ","FAILURE ","class does not implement the required interface","? ","? ","org.eclipse.team.svn.ui.action.local.management.ShareProjectsAction            ",,,
"    org.eclipse.team.svn.ui","anonymous",TRUE,20,"SUCCESS ","FAILURE ","FAILURE ","FAILURE ","SUCCESS ","SUCCESS ","SUCCESS ","FAILURE ","class does not implement the required interface","? ","? ","org.eclipse.team.svn.ui.action.local.management.CleanupAction            ",,,
"    org.eclipse.team.svn.ui","anonymous",TRUE,21,"SUCCESS ","FAILURE ","FAILURE ","FAILURE ","SUCCESS ","SUCCESS ","SUCCESS ","FAILURE ","class does not implement the required interface","? ","? ","org.eclipse.team.svn.ui.action.local.management.DisconnectAction            ",,,
"    org.eclipse.team.svn.ui","anonymous",TRUE,22,"SUCCESS ","FAILURE ","FAILURE ","FAILURE ","SUCCESS ","SUCCESS ","SUCCESS ","FAILURE ","class does not implement the required interface","? ","? ","org.eclipse.team.svn.ui.action.local.ExportAction            ",,,
"    org.eclipse.team.svn.ui","anonymous",TRUE,23,"SUCCESS ","FAILURE ","FAILURE ","FAILURE ","SUCCESS ","SUCCESS ","SUCCESS ","FAILURE ","class does not implement the required interface","? ","? ","org.eclipse.team.svn.ui.action.local.CopyAction            ",,,
"    org.eclipse.team.svn.ui","anonymous",TRUE,24,"SUCCESS ","FAILURE ","FAILURE ","FAILURE ","SUCCESS ","SUCCESS ","SUCCESS ","FAILURE ","class does not implement the required interface","? ","? ","org.eclipse.team.svn.ui.action.local.ShowAnnotationAction            ",,,
"    org.eclipse.team.svn.ui","anonymous",TRUE,25,"SUCCESS ","FAILURE ","FAILURE ","FAILURE ","SUCCESS ","SUCCESS ","SUCCESS ","FAILURE ","class does not implement the required interface","? ","? ","org.eclipse.team.svn.ui.action.local.ShowHistoryAction            ",,,
"    org.eclipse.team.svn.ui","anonymous",TRUE,26,"SUCCESS ","FAILURE ","FAILURE ","FAILURE ","SUCCESS ","SUCCESS ","SUCCESS ","FAILURE ","class does not implement the required interface","? ","? ","org.eclipse.team.svn.ui.action.local.SetKeywordsAction            ",,,
"    org.eclipse.team.svn.ui","anonymous",TRUE,27,"SUCCESS ","FAILURE ","FAILURE ","FAILURE ","SUCCESS ","SUCCESS ","SUCCESS ","FAILURE ","class does not implement the required interface","? ","? ","org.eclipse.team.svn.ui.action.local.SetPropertyAction            ",,,
"    org.eclipse.team.svn.ui","anonymous",TRUE,28,"SUCCESS ","FAILURE ","FAILURE ","FAILURE ","SUCCESS ","SUCCESS ","SUCCESS ","FAILURE ","class does not implement the required interface","? ","? ","org.eclipse.team.svn.ui.action.local.EditPropertiesAction            ",,,
"    org.eclipse.team.svn.ui","anonymous",TRUE,29,"SUCCESS ","FAILURE ","FAILURE ","FAILURE ","SUCCESS ","SUCCESS ","SUCCESS ","FAILURE ","class does not implement the required interface","? ","? ","org.eclipse.team.svn.ui.action.local.SwitchAction            ",,,
"    org.eclipse.team.svn.ui","anonymous",TRUE,30,"SUCCESS ","FAILURE ","FAILURE ","FAILURE ","SUCCESS ","SUCCESS ","SUCCESS ","FAILURE ","class does not implement the required interface","? ","? ","org.eclipse.team.svn.ui.action.local.MergeAction            ",,,
"    org.eclipse.team.svn.ui","anonymous",TRUE,31,"SUCCESS ","FAILURE ","FAILURE ","FAILURE ","SUCCESS ","SUCCESS ","SUCCESS ","FAILURE ","class does not implement the required interface","? ","? ","org.eclipse.team.svn.ui.action.local.BranchAction            ",,,
"    org.eclipse.team.svn.ui","anonymous",TRUE,32,"SUCCESS ","FAILURE ","FAILURE ","FAILURE ","SUCCESS ","SUCCESS ","SUCCESS ","FAILURE ","class does not implement the required interface","? ","? ","org.eclipse.team.svn.ui.action.local.TagAction            ",,,
"    org.eclipse.team.svn.ui","anonymous",TRUE,33,"SUCCESS ","FAILURE ","FAILURE ","FAILURE ","SUCCESS ","SUCCESS ","SUCCESS ","FAILURE ","class does not implement the required interface","? ","? ","org.eclipse.team.svn.ui.action.local.UnlockAction            ",,,
"    org.eclipse.team.svn.ui","anonymous",TRUE,34,"SUCCESS ","FAILURE ","FAILURE ","FAILURE ","SUCCESS ","SUCCESS ","SUCCESS ","FAILURE ","class does not implement the required interface","? ","? ","org.eclipse.team.svn.ui.action.local.LockAction            ",,,
"    org.eclipse.team.svn.ui","anonymous",TRUE,35,"SUCCESS ","FAILURE ","FAILURE ","FAILURE ","SUCCESS ","SUCCESS ","SUCCESS ","FAILURE ","class does not implement the required interface","? ","? ","org.eclipse.team.svn.ui.action.local.MarkAsMergedAction            ",,,
"    org.eclipse.team.svn.ui","anonymous",TRUE,36,"SUCCESS ","FAILURE ","FAILURE ","FAILURE ","SUCCESS ","SUCCESS ","SUCCESS ","FAILURE ","class does not implement the required interface","? ","? ","org.eclipse.team.svn.ui.action.local.EditConflictsAction            ",,,
"    org.eclipse.team.svn.ui","anonymous",TRUE,37,"SUCCESS ","FAILURE ","FAILURE ","FAILURE ","SUCCESS ","SUCCESS ","SUCCESS ","FAILURE ","class does not implement the required interface","? ","? ","org.eclipse.team.svn.ui.action.local.AddToSVNIgnoreAction            ",,,
"    org.eclipse.team.svn.ui","anonymous",TRUE,38,"SUCCESS ","FAILURE ","FAILURE ","FAILURE ","SUCCESS ","SUCCESS ","SUCCESS ","FAILURE ","class does not implement the required interface","? ","? ","org.eclipse.team.svn.ui.action.local.AddToSVNAction            ",,,
"    org.eclipse.team.svn.ui","anonymous",TRUE,39,"SUCCESS ","FAILURE ","FAILURE ","FAILURE ","SUCCESS ","SUCCESS ","SUCCESS ","FAILURE ","class does not implement the required interface","? ","? ","org.eclipse.team.svn.ui.action.local.RevertAction            ",,,
"    org.eclipse.team.svn.ui","anonymous",TRUE,40,"SUCCESS ","FAILURE ","FAILURE ","FAILURE ","SUCCESS ","SUCCESS ","SUCCESS ","FAILURE ","class does not implement the required interface","? ","? ","org.eclipse.team.svn.ui.action.local.CreatePatchAction            ",,,
"    org.eclipse.team.svn.ui","anonymous",TRUE,41,"SUCCESS ","FAILURE ","FAILURE ","FAILURE ","SUCCESS ","SUCCESS ","SUCCESS ","FAILURE ","class does not implement the required interface","? ","? ","org.eclipse.team.svn.ui.action.local.UpdateAction            ",,,
"    org.eclipse.team.svn.ui","anonymous",TRUE,42,"SUCCESS ","FAILURE ","FAILURE ","FAILURE ","SUCCESS ","SUCCESS ","SUCCESS ","FAILURE ","class does not implement the required interface","? ","? ","org.eclipse.team.svn.ui.action.local.CommitAction            ",,,
"    org.eclipse.team.svn.ui","anonymous",TRUE,43,"SUCCESS ","FAILURE ","FAILURE ","FAILURE ","SUCCESS ","SUCCESS ","SUCCESS ","FAILURE ","class does not implement the required interface","? ","? ","org.eclipse.team.svn.ui.action.local.SynchronizeAction            ",,,
"    org.eclipse.jdt.junit","anonymous",FALSE,1,"SUCCESS ","FAILURE ","FAILURE ","FAILURE ","SUCCESS ","SUCCESS ","SUCCESS ","FAILURE ","class does not implement the required interface","? ","? ","org.eclipse.jdt.internal.junit.ui.GotoReferencedTestAction            ",,,
"    org.eclipse.cdt.ui","anonymous",TRUE,1,"SUCCESS ","FAILURE ","FAILURE ","SUCCESS ","SUCCESS ","FAILURE ","FAILURE ","FAILURE ","FAILURE  ","? ",TRUE,"?            ",,,
"    org.eclipse.cdt.ui","anonymous",TRUE,2,"SUCCESS ","FAILURE ","FAILURE ","SUCCESS ","SUCCESS ","FAILURE ","FAILURE ","FAILURE ","FAILURE  ","? ",TRUE,"?            ",,,
"    org.eclipse.cdt.ui","anonymous",TRUE,3,"SUCCESS ","FAILURE ","FAILURE ","SUCCESS ","SUCCESS ","FAILURE ","FAILURE ","FAILURE ","FAILURE  ","? ",TRUE,"?            ",,,
"    org.eclipse.cdt.ui","anonymous",TRUE,4,"SUCCESS ","FAILURE ","FAILURE ","SUCCESS ","SUCCESS ","FAILURE ","FAILURE ","FAILURE ","FAILURE  ","? ",TRUE,"?            ",,,
"    org.eclipse.cdt.ui","anonymous",TRUE,5,"SUCCESS ","FAILURE ","FAILURE ","SUCCESS ","SUCCESS ","FAILURE ","FAILURE ","FAILURE ","FAILURE  ","? ",TRUE,"?            ",,,
"    org.eclipse.cdt.ui","anonymous",TRUE,6,"SUCCESS ","FAILURE ","FAILURE ","SUCCESS ","SUCCESS ","FAILURE ","FAILURE ","FAILURE ","FAILURE  ","? ",TRUE,"?            ",,,
"    org.eclipse.cdt.ui","anonymous",TRUE,7,"SUCCESS ","FAILURE ","FAILURE ","FAILURE ","SUCCESS ","SUCCESS ","SUCCESS ","FAILURE ","class does not implement the required interface","? ","? ","org.eclipse.cdt.internal.ui.search.OpenCSearchPageAction            ",,,
"    org.eclipse.cdt.ui","anonymous",TRUE,8,"SUCCESS ","FAILURE ","FAILURE ","FAILURE ","SUCCESS ","SUCCESS ","SUCCESS ","FAILURE ","class does not implement the required interface","? ","? ","org.eclipse.cdt.internal.ui.callhierarchy.OpenElementInCallHierarchyAction            ",,,
"    org.eclipse.cdt.ui","anonymous",TRUE,9,"SUCCESS ","FAILURE ","FAILURE ","FAILURE ","SUCCESS ","SUCCESS ","SUCCESS ","FAILURE ","class does not implement the required interface","? ","? ","org.eclipse.cdt.internal.ui.typehierarchy.OpenTypeInHierarchyAction            ",,,
"    org.eclipse.cdt.ui","anonymous",TRUE,10,"SUCCESS ","FAILURE ","FAILURE ","FAILURE ","SUCCESS ","SUCCESS ","SUCCESS ","FAILURE ","class does not implement the required interface","? ","? ","org.eclipse.cdt.internal.ui.browser.opentype.OpenTypeAction            ",,,
"    org.eclipse.cdt.ui","anonymous",TRUE,11,"SUCCESS ","FAILURE ","FAILURE ","SUCCESS ","SUCCESS ","FAILURE ","FAILURE ","FAILURE ","FAILURE  ","? ",TRUE,"?            ",,,
"    org.eclipse.cdt.ui","anonymous",TRUE,12,"SUCCESS ","FAILURE ","FAILURE ","SUCCESS ","SUCCESS ","FAILURE ","FAILURE ","FAILURE ","FAILURE  ","? ",TRUE,"?            ",,,
"    org.eclipse.cdt.ui","anonymous",TRUE,13,"SUCCESS ","FAILURE ","FAILURE ","SUCCESS ","SUCCESS ","FAILURE ","FAILURE ","FAILURE ","FAILURE  ","? ",TRUE,"?            ",,,
"    org.eclipse.cdt.ui","anonymous",TRUE,14,"SUCCESS ","FAILURE ","FAILURE ","SUCCESS ","SUCCESS ","FAILURE ","FAILURE ","FAILURE ","FAILURE  ","? ",TRUE,"?            ",,,
"    org.eclipse.cdt.ui","anonymous",TRUE,15,"SUCCESS ","SUCCESS ","SUCCESS ","FAILURE ","SUCCESS ","SUCCESS ","SUCCESS ","SUCCESS ","SUCCESS  ","pulldown ","? ","org.eclipse.cdt.ui.actions.ChangeBuildConfigMenuAction            ",,,
"    org.eclipse.cdt.ui","anonymous",TRUE,16,"SUCCESS ","SUCCESS ","SUCCESS ","FAILURE ","SUCCESS ","SUCCESS ","SUCCESS ","SUCCESS ","SUCCESS  ","pulldown ","? ","org.eclipse.cdt.ui.actions.ChangeBuildConfigMenuAction            ",,,
"    org.eclipse.cdt.ui","anonymous",TRUE,17,"SUCCESS ","SUCCESS ","SUCCESS ","FAILURE ","SUCCESS ","SUCCESS ","SUCCESS ","SUCCESS ","SUCCESS  ","pulldown ","? ","org.eclipse.cdt.ui.actions.BuildActiveConfigMenuAction            ",,,
"    org.eclipse.cdt.ui","anonymous",TRUE,18,"SUCCESS ","FAILURE ","FAILURE ","FAILURE ","SUCCESS ","SUCCESS ","SUCCESS ","FAILURE ","SUCCESS  ","? ","? ","org.eclipse.cdt.ui.actions.ManageConfigsAction            ",,,
"    org.eclipse.cdt.ui","anonymous",TRUE,19,"SUCCESS ","FAILURE ","FAILURE ","FAILURE ","SUCCESS ","SUCCESS ","SUCCESS ","FAILURE ","SUCCESS  ","? ","? ","org.eclipse.cdt.ui.actions.DeleteResConfigsAction            ",,,
