"plugin","extension point","is aggregated contract","partNo","verification result ","must exist: ?category/@id ","must exist: ?category/@name ","must exist: ?command/@id ","must exist: ?command/@name ","must exist: ?command/commandParameter/@values ","?command/commandParameter/@values java#implements org.eclipse.core.commands.IParameterValues ","must exist: ?command/commandParameter/values/@class ","?command/commandParameter/values/@class java#implements org.eclipse.core.commands.IParameterValues ","must exist: ?command/defaultHandler/@class ","?command/defaultHandler/@class java#implements org.eclipse.core.commands.IHandler ","must exist: ?command/state/@class ","?command/state/@class java#implements org.eclipse.core.commands.State ","must exist: ?command/state/class/@class ","?command/state/class/@class java#implements org.eclipse.core.commands.State ","must exist: ?commandParameterType/@id ","must exist: ?keyConfiguration/@name ","must exist: ?keyConfiguration/@id ","must exist: ?context/@name ","must exist: ?context/@id ","must exist: ?scope/@name ","must exist: ?scope/@id  ","variable ?category/@id ","variable ?category/@name ","variable ?command/@id ","variable ?command/@name ","variable ?command/commandParameter/@values ","variable ?command/commandParameter/values/@class ","variable ?command/defaultHandler/@class ","variable ?command/state/@class ","variable ?command/state/class/@class ","variable ?commandParameterType/@id ","variable ?keyConfiguration/@name ","variable ?keyConfiguration/@id ","variable ?context/@name ","variable ?context/@id ","variable ?scope/@name ","variable ?scope/@id "
"    org.eclipse.mylyn.tasks.ui","anonymous",FALSE,1,"SUCCESS ","SUCCESS ","SUCCESS ","SUCCESS ","SUCCESS ","FAILURE ","FAILURE ","FAILURE ","FAILURE ","FAILURE ","FAILURE ","FAILURE ","FAILURE ","FAILURE ","FAILURE ","FAILURE ","FAILURE ","FAILURE ","FAILURE ","FAILURE ","FAILURE ","FAILURE  ","org.eclipse.mylyn.tasks.ui.commands ","Task ","org.eclipse.mylyn.tasks.ui.command.goToPreviousUnread ","Go To Previous Unread Task ","? ","? ","? ","? ","? ","? ","? ","? ","? ","? ","? ","?            "
"    org.eclipse.mylyn.tasks.ui","anonymous",FALSE,1,"SUCCESS ","FAILURE ","FAILURE ","SUCCESS ","SUCCESS ","FAILURE ","FAILURE ","FAILURE ","FAILURE ","FAILURE ","FAILURE ","FAILURE ","FAILURE ","FAILURE ","FAILURE ","FAILURE ","FAILURE ","FAILURE ","FAILURE ","FAILURE ","FAILURE ","FAILURE  ","? ","? ","org.eclipse.mylyn.tasks.ui.command.maximizePart ","Maximize Part ","? ","? ","? ","? ","? ","? ","? ","? ","? ","? ","? ","?            "
"    org.tigris.subversion.subclipse.ui","anonymous",FALSE,1,"SUCCESS ","SUCCESS ","SUCCESS ","SUCCESS ","SUCCESS ","FAILURE ","FAILURE ","FAILURE ","FAILURE ","FAILURE ","FAILURE ","FAILURE ","FAILURE ","FAILURE ","FAILURE ","FAILURE ","FAILURE ","FAILURE ","FAILURE ","FAILURE ","FAILURE ","FAILURE  ","org.tigris.subversion.subclipse.commandCategory ","%SVNActionSet.categoryName ","org.tigris.subversion.subclipse.ui.checkout ","%CheckoutCommand.label ","? ","? ","? ","? ","? ","? ","? ","? ","? ","? ","? ","?            "
"    org.eclipse.ui.cheatsheets","anonymous",FALSE,1,"SUCCESS ","SUCCESS ","SUCCESS ","SUCCESS ","SUCCESS ","SUCCESS ","SUCCESS ","FAILURE ","FAILURE ","FAILURE ","FAILURE ","FAILURE ","FAILURE ","FAILURE ","FAILURE ","SUCCESS ","FAILURE ","FAILURE ","FAILURE ","FAILURE ","FAILURE ","FAILURE  ","org.eclipse.ui.category.dialogs ","%category.dialogs.name ","org.eclipse.ui.cheatsheets.openCheatSheet ","%command.openCheatSheet.name ","org.eclipse.ui.internal.cheatsheets.registry.CheatSheetParameterValues ","? ","? ","? ","? ","org.eclipse.ui.dialogs.Integer ","? ","? ","? ","? ","? ","?            "
"    org.eclipse.jpt.ui","anonymous",FALSE,1,"SUCCESS ","SUCCESS ","SUCCESS ","SUCCESS ","SUCCESS ","FAILURE ","FAILURE ","FAILURE ","FAILURE ","FAILURE ","FAILURE ","FAILURE ","FAILURE ","FAILURE ","FAILURE ","FAILURE ","FAILURE ","FAILURE ","FAILURE ","FAILURE ","FAILURE ","FAILURE  ","org.eclipse.jpt.ui.jpaStructureViewCommands ","%jpaStructureViewCommandCategory ","org.eclipse.jpt.ui.entityMappingsAddPersistentClass ","%addPersistentClass ","? ","? ","? ","? ","? ","? ","? ","? ","? ","? ","? ","?            "
"    org.eclipse.team.cvs.ui","anonymous",FALSE,1,"SUCCESS ","SUCCESS ","SUCCESS ","SUCCESS ","SUCCESS ","FAILURE ","FAILURE ","FAILURE ","FAILURE ","FAILURE ","FAILURE ","FAILURE ","FAILURE ","FAILURE ","FAILURE ","FAILURE ","FAILURE ","FAILURE ","FAILURE ","FAILURE ","FAILURE ","FAILURE  ","org.eclipse.team.cvs.ui.actionSet ","%CVSActionSet.categoryName ","org.eclipse.team.cvs.ui.cvsPerspective ","%CVSRepositoryExploring ","? ","? ","? ","? ","? ","? ","? ","? ","? ","? ","? ","?            "
"    org.eclipse.ui.ide","anonymous",FALSE,1,"SUCCESS ","SUCCESS ","SUCCESS ","SUCCESS ","SUCCESS ","FAILURE ","FAILURE ","FAILURE ","FAILURE ","FAILURE ","FAILURE ","FAILURE ","FAILURE ","FAILURE ","FAILURE ","SUCCESS ","FAILURE ","FAILURE ","FAILURE ","FAILURE ","FAILURE ","FAILURE  ","org.eclipse.ui.category.project ","%category.project.name ","org.eclipse.ui.file.openWorkspace ","%command.openWorkspace.name ","? ","? ","? ","? ","? ","org.eclipse.ui.ide.resourcePath ","? ","? ","? ","? ","? ","?            "
"    org.eclipse.jdt.ui","anonymous",FALSE,1,"SUCCESS ","FAILURE ","FAILURE ","SUCCESS ","SUCCESS ","SUCCESS ","SUCCESS ","FAILURE ","FAILURE ","FAILURE ","FAILURE ","FAILURE ","FAILURE ","FAILURE ","FAILURE ","FAILURE ","FAILURE ","FAILURE ","FAILURE ","FAILURE ","FAILURE ","FAILURE  ","? ","? ","org.eclipse.jdt.ui.specific_content_assist.command ","%SpecificContentAssist.name ","org.eclipse.jdt.internal.ui.text.java.ContentAssistComputerParameter ","? ","? ","? ","? ","? ","? ","? ","? ","? ","? ","?            "
"    org.eclipse.jdt.ui","anonymous",FALSE,1,"SUCCESS ","FAILURE ","FAILURE ","SUCCESS ","SUCCESS ","FAILURE ","FAILURE ","FAILURE ","FAILURE ","FAILURE ","FAILURE ","FAILURE ","FAILURE ","FAILURE ","FAILURE ","SUCCESS ","FAILURE ","FAILURE ","FAILURE ","FAILURE ","FAILURE ","FAILURE  ","? ","? ","org.eclipse.jdt.ui.commands.openElementInEditor ","%command.openElementInEditor.name ","? ","? ","? ","? ","? ","org.eclipse.jdt.ui.commands.javaElementReference ","? ","? ","? ","? ","? ","?            "
"    org.eclipse.jdt.ui","anonymous",FALSE,1,"SUCCESS ","SUCCESS ","SUCCESS ","SUCCESS ","SUCCESS ","FAILURE ","FAILURE ","FAILURE ","FAILURE ","FAILURE ","FAILURE ","FAILURE ","FAILURE ","FAILURE ","FAILURE ","FAILURE ","FAILURE ","FAILURE ","FAILURE ","FAILURE ","FAILURE ","FAILURE  ","org.eclipse.jdt.ui.category.source ","%category.source.name ","org.eclipse.jdt.ui.edit.text.java.select.enclosing ","%ActionDefinition.selectEnclosing.name ","? ","? ","? ","? ","? ","? ","? ","? ","? ","? ","? ","?            "
"    org.eclipse.team.ui","anonymous",FALSE,1,"SUCCESS ","SUCCESS ","SUCCESS ","SUCCESS ","SUCCESS ","FAILURE ","FAILURE ","FAILURE ","FAILURE ","FAILURE ","FAILURE ","FAILURE ","FAILURE ","FAILURE ","FAILURE ","FAILURE ","FAILURE ","FAILURE ","FAILURE ","FAILURE ","FAILURE ","FAILURE  ","org.eclipse.team.ui.category.team ","%Command.category.name ","org.eclipse.team.ui.synchronizeAll ","%Command.syncAll.name ","? ","? ","? ","? ","? ","? ","? ","? ","? ","? ","? ","?            "
"    org.eclipse.datatools.sqltools.result","anonymous",FALSE,1,"SUCCESS ","SUCCESS ","SUCCESS ","SUCCESS ","SUCCESS ","FAILURE ","FAILURE ","FAILURE ","FAILURE ","FAILURE ","FAILURE ","FAILURE ","FAILURE ","FAILURE ","FAILURE ","FAILURE ","FAILURE ","FAILURE ","FAILURE ","FAILURE ","FAILURE ","FAILURE  ","org.eclipse.datatools.sqltools.result.category ","%SQLResultsView.full.name ","org.eclipse.datatools.sqltools.result.removeInstance ","%RemoveResultAction.command.name ","? ","? ","? ","? ","? ","? ","? ","? ","? ","? ","? ","?            "
"    org.eclipse.wst.server.ui","anonymous",FALSE,1,"SUCCESS ","SUCCESS ","SUCCESS ","SUCCESS ","SUCCESS ","FAILURE ","FAILURE ","FAILURE ","FAILURE ","FAILURE ","FAILURE ","FAILURE ","FAILURE ","FAILURE ","FAILURE ","FAILURE ","FAILURE ","FAILURE ","FAILURE ","FAILURE ","FAILURE ","FAILURE  ","org.eclipse.wst.server.ui ","%category ","org.eclipse.wst.server.launchShortcut.run ","%actionRunOnServer ","? ","? ","? ","? ","? ","? ","? ","? ","? ","? ","? ","?            "
"    org.eclipse.rap.ui.intro","anonymous",FALSE,1,"SUCCESS ","FAILURE ","FAILURE ","SUCCESS ","SUCCESS ","FAILURE ","FAILURE ","FAILURE ","FAILURE ","FAILURE ","FAILURE ","FAILURE ","FAILURE ","FAILURE ","FAILURE ","FAILURE ","FAILURE ","FAILURE ","FAILURE ","FAILURE ","FAILURE ","FAILURE  ","? ","? ","org.eclipse.rap.ui.intro.installTarget ","Install RAP target platform ","? ","? ","? ","? ","? ","? ","? ","? ","? ","? ","? ","?            "
"    org.eclipse.jst.jsp.ui","anonymous",FALSE,1,"SUCCESS ","FAILURE ","FAILURE ","SUCCESS ","SUCCESS ","FAILURE ","FAILURE ","FAILURE ","FAILURE ","FAILURE ","FAILURE ","FAILURE ","FAILURE ","FAILURE ","FAILURE ","FAILURE ","FAILURE ","FAILURE ","FAILURE ","FAILURE ","FAILURE ","FAILURE  ","? ","? ","org.eclipse.jst.jsp.ui.refactor.rename ","%command.jsp.refactor.rename.name ","? ","? ","? ","? ","? ","? ","? ","? ","? ","? ","? ","?            "
"    org.eclipse.wst.sse.ui","anonymous",FALSE,1,"SUCCESS ","FAILURE ","FAILURE ","SUCCESS ","SUCCESS ","FAILURE ","FAILURE ","FAILURE ","FAILURE ","FAILURE ","FAILURE ","FAILURE ","FAILURE ","FAILURE ","FAILURE ","FAILURE ","FAILURE ","FAILURE ","FAILURE ","FAILURE ","FAILURE ","FAILURE  ","? ","? ","org.eclipse.wst.sse.ui.structure.select.enclosing ","%ActionDefinition.selectEnclosing.name ","? ","? ","? ","? ","? ","? ","? ","? ","? ","? ","? ","?            "
"    org.eclipse.wst.sse.ui","anonymous",FALSE,1,"SUCCESS ","FAILURE ","FAILURE ","SUCCESS ","SUCCESS ","FAILURE ","FAILURE ","FAILURE ","FAILURE ","FAILURE ","FAILURE ","FAILURE ","FAILURE ","FAILURE ","FAILURE ","FAILURE ","FAILURE ","FAILURE ","FAILURE ","FAILURE ","FAILURE ","FAILURE  ","? ","? ","org.eclipse.wst.sse.ui.format ","%command.format.document.name ","? ","? ","? ","? ","? ","? ","? ","? ","? ","? ","? ","?            "
"    org.eclipse.tm.terminal","anonymous",FALSE,1,"SUCCESS ","SUCCESS ","SUCCESS ","SUCCESS ","SUCCESS ","FAILURE ","FAILURE ","FAILURE ","FAILURE ","FAILURE ","FAILURE ","FAILURE ","FAILURE ","FAILURE ","FAILURE ","FAILURE ","FAILURE ","FAILURE ","FAILURE ","FAILURE ","FAILURE ","FAILURE  ","org.eclipse.tm.terminal.category1 ","%terminal.insertion.category.name ","org.eclipse.tm.terminal.command1 ","%terminal.insertion.name ","? ","? ","? ","? ","? ","? ","? ","? ","? ","? ","? ","?            "
"    org.eclipse.ui.editors","anonymous",FALSE,1,"SUCCESS ","FAILURE ","FAILURE ","SUCCESS ","SUCCESS ","FAILURE ","FAILURE ","FAILURE ","FAILURE ","FAILURE ","FAILURE ","FAILURE ","FAILURE ","FAILURE ","FAILURE ","FAILURE ","FAILURE ","FAILURE ","FAILURE ","FAILURE ","FAILURE ","FAILURE  ","? ","? ","org.eclipse.ui.edit.text.delimiter.windows ","%convertDelimiters.Windows.name ","? ","? ","? ","? ","? ","? ","? ","? ","? ","? ","? ","?            "
"    org.eclipse.ecf.ui","anonymous",FALSE,1,"SUCCESS ","SUCCESS ","SUCCESS ","FAILURE ","FAILURE ","FAILURE ","FAILURE ","FAILURE ","FAILURE ","FAILURE ","FAILURE ","FAILURE ","FAILURE ","FAILURE ","FAILURE ","FAILURE ","FAILURE ","FAILURE ","FAILURE ","FAILURE ","FAILURE ","FAILURE  ","org.eclipse.ecf.ui.commands.category ","Communications ","? ","? ","? ","? ","? ","? ","? ","? ","? ","? ","? ","? ","? ","?            "
"    org.eclipse.dltk.ui","anonymous",FALSE,1,"SUCCESS ","SUCCESS ","SUCCESS ","SUCCESS ","SUCCESS ","FAILURE ","FAILURE ","FAILURE ","FAILURE ","FAILURE ","FAILURE ","FAILURE ","FAILURE ","FAILURE ","FAILURE ","FAILURE ","FAILURE ","FAILURE ","FAILURE ","FAILURE ","FAILURE ","FAILURE  ","org.eclipse.dltk.ui.category.source ","%ScriptSourceCategory.name ","org.eclipse.dltk.ui.edit.text.script.folding.collapseMembers ","%ActionDefinition.foldingCollapseMembers.name ","? ","? ","? ","? ","? ","? ","? ","? ","? ","? ","? ","?            "
"    org.eclipse.dltk.ui","anonymous",FALSE,1,"SUCCESS ","FAILURE ","FAILURE ","SUCCESS ","SUCCESS ","SUCCESS ","SUCCESS ","FAILURE ","FAILURE ","FAILURE ","FAILURE ","FAILURE ","FAILURE ","FAILURE ","FAILURE ","FAILURE ","FAILURE ","FAILURE ","FAILURE ","FAILURE ","FAILURE ","FAILURE  ","? ","? ","org.eclipse.dltk.ui.specific_content_assist.command ","%SpecificContentAssist.name ","org.eclipse.dltk.ui.text.completion.ContentAssistComputerParameter ","? ","? ","? ","? ","? ","? ","? ","? ","? ","? ","?            "
"    org.eclipse.datatools.connectivity.ui","anonymous",FALSE,1,"SUCCESS ","FAILURE ","FAILURE ","SUCCESS ","SUCCESS ","FAILURE ","FAILURE ","FAILURE ","FAILURE ","FAILURE ","FAILURE ","FAILURE ","FAILURE ","FAILURE ","FAILURE ","FAILURE ","FAILURE ","FAILURE ","FAILURE ","FAILURE ","FAILURE ","FAILURE  ","? ","? ","org.eclipse.datatools.connectivity.commands.addprofile ","%AddProfile.command.label ","? ","? ","? ","? ","? ","? ","? ","? ","? ","? ","? ","?            "
"    org.eclipse.team.svn.ui","anonymous",FALSE,1,"SUCCESS ","SUCCESS ","SUCCESS ","SUCCESS ","SUCCESS ","FAILURE ","FAILURE ","FAILURE ","FAILURE ","FAILURE ","FAILURE ","FAILURE ","FAILURE ","FAILURE ","FAILURE ","FAILURE ","FAILURE ","FAILURE ","FAILURE ","FAILURE ","FAILURE ","FAILURE  ","org.eclipse.team.svn.ui.command.category ","SVN ","org.eclipse.team.svn.ui.command.AddToSVNCommand ","%AddToSVNCommand.label ","? ","? ","? ","? ","? ","? ","? ","? ","? ","? ","? ","?            "
"    org.eclipse.jdt.junit","anonymous",FALSE,1,"SUCCESS ","FAILURE ","FAILURE ","SUCCESS ","SUCCESS ","FAILURE ","FAILURE ","FAILURE ","FAILURE ","FAILURE ","FAILURE ","FAILURE ","FAILURE ","FAILURE ","FAILURE ","FAILURE ","FAILURE ","FAILURE ","FAILURE ","FAILURE ","FAILURE ","FAILURE  ","? ","? ","org.eclipse.jdt.junit.gotoTest ","%GotoTestCommand.name ","? ","? ","? ","? ","? ","? ","? ","? ","? ","? ","? ","?            "
"    org.eclipse.ecf.filetransfer.ui","anonymous",FALSE,1,"SUCCESS ","SUCCESS ","SUCCESS ","SUCCESS ","SUCCESS ","FAILURE ","FAILURE ","FAILURE ","FAILURE ","FAILURE ","FAILURE ","FAILURE ","FAILURE ","FAILURE ","FAILURE ","FAILURE ","FAILURE ","FAILURE ","FAILURE ","FAILURE ","FAILURE ","FAILURE  ","org.eclipse.ecf.filetransfer.ui.category ","File Transfer ","org.eclipse.ecf.filetransfer.ui.getFile ","Start New File Download ","? ","? ","? ","? ","? ","? ","? ","? ","? ","? ","? ","?            "
"    org.eclipse.cdt.ui","anonymous",FALSE,1,"SUCCESS ","SUCCESS ","SUCCESS ","SUCCESS ","SUCCESS ","FAILURE ","FAILURE ","FAILURE ","FAILURE ","FAILURE ","FAILURE ","FAILURE ","FAILURE ","FAILURE ","FAILURE ","FAILURE ","FAILURE ","FAILURE ","FAILURE ","FAILURE ","FAILURE ","FAILURE  ","org.eclipse.cdt.ui.category.source ","%category.source.name ","org.eclipse.cdt.ui.edit.text.c.format ","%ActionDefinition.format.name ","? ","? ","? ","? ","? ","? ","? ","? ","? ","? ","? ","?            "
"    org.eclipse.cdt.ui","anonymous",FALSE,1,"SUCCESS ","FAILURE ","FAILURE ","SUCCESS ","SUCCESS ","SUCCESS ","SUCCESS ","FAILURE ","FAILURE ","FAILURE ","FAILURE ","FAILURE ","FAILURE ","FAILURE ","FAILURE ","FAILURE ","FAILURE ","FAILURE ","FAILURE ","FAILURE ","FAILURE ","FAILURE  ","? ","? ","org.eclipse.cdt.ui.specific_content_assist.command ","%SpecificContentAssist.name ","org.eclipse.cdt.internal.ui.text.contentassist.ContentAssistComputerParameter ","? ","? ","? ","? ","? ","? ","? ","? ","? ","? ","?            "
"    org.eclipse.jst.pagedesigner","org.eclipse.jst.pagedesigner.org.eclipse.jst.pagedesigner.commands",FALSE,1,"SUCCESS ","SUCCESS ","SUCCESS ","SUCCESS ","SUCCESS ","FAILURE ","FAILURE ","FAILURE ","FAILURE ","FAILURE ","FAILURE ","FAILURE ","FAILURE ","FAILURE ","FAILURE ","FAILURE ","FAILURE ","FAILURE ","FAILURE ","FAILURE ","FAILURE ","FAILURE  ","org.eclipse.jst.pagedesigner.pagelayout ","%category.name.0 ","org.eclipse.jst.pagedesigner.vertical ","%command.name.0 ","? ","? ","? ","? ","? ","? ","? ","? ","? ","? ","? ","?            "
"    org.eclipse.birt.report.designer.ui","anonymous",FALSE,1,"SUCCESS ","FAILURE ","FAILURE ","SUCCESS ","SUCCESS ","FAILURE ","FAILURE ","FAILURE ","FAILURE ","FAILURE ","FAILURE ","FAILURE ","FAILURE ","FAILURE ","FAILURE ","SUCCESS ","FAILURE ","FAILURE ","FAILURE ","FAILURE ","FAILURE ","FAILURE  ","? ","? ","org.eclipse.birt.report.designer.ui.command.insertCommand ","insertCommand ","? ","? ","? ","? ","? ","slothandle ","? ","? ","? ","? ","? ","?            "
"    org.eclipse.ltk.ui.refactoring","anonymous",FALSE,1,"SUCCESS ","SUCCESS ","SUCCESS ","SUCCESS ","SUCCESS ","FAILURE ","FAILURE ","FAILURE ","FAILURE ","FAILURE ","FAILURE ","FAILURE ","FAILURE ","FAILURE ","FAILURE ","FAILURE ","FAILURE ","FAILURE ","FAILURE ","FAILURE ","FAILURE ","FAILURE  ","org.eclipse.ltk.ui.category.refactoring ","%refactoring.category ","org.eclipse.ltk.ui.refactoring.commands.deleteResources ","%deleteResources.name ","? ","? ","? ","? ","? ","? ","? ","? ","? ","? ","? ","?            "
"    org.eclipse.debug.ui","anonymous",FALSE,1,"SUCCESS ","FAILURE ","FAILURE ","SUCCESS ","SUCCESS ","FAILURE ","FAILURE ","FAILURE ","FAILURE ","FAILURE ","FAILURE ","FAILURE ","FAILURE ","FAILURE ","FAILURE ","FAILURE ","FAILURE ","FAILURE ","FAILURE ","FAILURE ","FAILURE ","FAILURE  ","? ","? ","org.eclipse.debug.ui.actions.WatchCommand ","%Watch.label ","? ","? ","? ","? ","? ","? ","? ","? ","? ","? ","? ","?            "
"    org.eclipse.debug.ui","anonymous",FALSE,1,"SUCCESS ","SUCCESS ","SUCCESS ","SUCCESS ","SUCCESS ","FAILURE ","FAILURE ","FAILURE ","FAILURE ","FAILURE ","FAILURE ","FAILURE ","FAILURE ","FAILURE ","FAILURE ","FAILURE ","FAILURE ","FAILURE ","FAILURE ","FAILURE ","FAILURE ","FAILURE  ","org.eclipse.debug.ui.category.run ","%runCategory.name ","org.eclipse.debug.ui.commands.ToggleStepFilters ","%ActionDefinition.toggleStepFilters.name ","? ","? ","? ","? ","? ","? ","? ","? ","? ","? ","? ","?            "
"    org.eclipse.datatools.sqltools.routineeditor","anonymous",FALSE,1,"SUCCESS ","FAILURE ","FAILURE ","SUCCESS ","SUCCESS ","FAILURE ","FAILURE ","FAILURE ","FAILURE ","FAILURE ","FAILURE ","FAILURE ","FAILURE ","FAILURE ","FAILURE ","FAILURE ","FAILURE ","FAILURE ","FAILURE ","FAILURE ","FAILURE ","FAILURE  ","? ","? ","org.eclipse.datatools.sqltools.sqleditor.runAction ","%Routineeditor.command.run ","? ","? ","? ","? ","? ","? ","? ","? ","? ","? ","? ","?            "
"    org.eclipse.ui","anonymous",FALSE,1,"SUCCESS ","SUCCESS ","SUCCESS ","SUCCESS ","SUCCESS ","SUCCESS ","SUCCESS ","FAILURE ","FAILURE ","FAILURE ","FAILURE ","FAILURE ","FAILURE ","FAILURE ","FAILURE ","FAILURE ","FAILURE ","FAILURE ","FAILURE ","FAILURE ","FAILURE ","FAILURE  ","org.eclipse.ui.category.file ","%category.file.name ","org.eclipse.ui.help.helpContents ","%command.helpContents.name ","org.eclipse.ui.internal.registry.WizardParameterValues$New ","? ","? ","? ","? ","? ","? ","? ","? ","? ","? ","?            "
"    org.eclipse.wst.jsdt.ui","anonymous",FALSE,1,"SUCCESS ","FAILURE ","FAILURE ","SUCCESS ","SUCCESS ","SUCCESS ","SUCCESS ","FAILURE ","FAILURE ","FAILURE ","FAILURE ","FAILURE ","FAILURE ","FAILURE ","FAILURE ","FAILURE ","FAILURE ","FAILURE ","FAILURE ","FAILURE ","FAILURE ","FAILURE  ","? ","? ","org.eclipse.wst.jsdt.ui.specific_content_assist.command ","%SpecificContentAssist.name ","org.eclipse.wst.jsdt.internal.ui.text.java.ContentAssistComputerParameter ","? ","? ","? ","? ","? ","? ","? ","? ","? ","? ","?            "
"    org.eclipse.wst.jsdt.ui","anonymous",FALSE,1,"SUCCESS ","FAILURE ","FAILURE ","SUCCESS ","SUCCESS ","FAILURE ","FAILURE ","FAILURE ","FAILURE ","FAILURE ","FAILURE ","FAILURE ","FAILURE ","FAILURE ","FAILURE ","SUCCESS ","FAILURE ","FAILURE ","FAILURE ","FAILURE ","FAILURE ","FAILURE  ","? ","? ","org.eclipse.wst.jsdt.ui.commands.openElementInEditor ","%command.openElementInEditor.name ","? ","? ","? ","? ","? ","org.eclipse.wst.jsdt.ui.commands.javaElementReference ","? ","? ","? ","? ","? ","?            "
"    org.eclipse.wst.jsdt.ui","anonymous",FALSE,1,"SUCCESS ","SUCCESS ","SUCCESS ","SUCCESS ","SUCCESS ","FAILURE ","FAILURE ","FAILURE ","FAILURE ","FAILURE ","FAILURE ","FAILURE ","FAILURE ","FAILURE ","FAILURE ","FAILURE ","FAILURE ","FAILURE ","FAILURE ","FAILURE ","FAILURE ","FAILURE  ","org.eclipse.wst.jsdt.ui.category.source ","%category.source.name ","org.eclipse.wst.jsdt.ui.edit.text.java.select.enclosing ","%ActionDefinition.selectEnclosing.name ","? ","? ","? ","? ","? ","? ","? ","? ","? ","? ","? ","?            "
